,Step_0 Pred,Step_1 Pred,Step_2 Pred,Step_3 Pred,Step_4 Pred,Step_5 Pred,Step_0 True,Step_1 True,Step_2 True,Step_3 True,Step_4 True,Step_5 True
44,1750.0712578048256,1754.1047250660426,1753.3916237333115,1747.420284740427,1752.2225388567042,1757.5405062391324,1698.222359081902,1673.789480656178,1764.6016015712282,1759.5458072275867,1710.4486754754003,1723.9736466899199
45,1730.1505399223518,1737.406690128751,1729.4463824933466,1734.2609247556127,1739.6862967558293,1729.358421144528,1673.789480656178,1764.6016015712282,1759.5458072275867,1710.4486754754003,1723.9736466899199,1749.8726253690315
46,1716.89093044273,1721.4500659238106,1723.2153592001034,1729.9188539293093,1736.7687953603947,1735.956144490539,1764.6016015712282,1759.5458072275867,1710.4486754754003,1723.9736466899199,1749.8726253690315,1797.271115370953
47,1753.4639526938786,1744.1668036571966,1744.4698853338957,1748.974812981089,1753.3917015063873,1748.9909120077957,1759.5458072275867,1710.4486754754003,1723.9736466899199,1749.8726253690315,1797.271115370953,1746.8997495435713
48,1772.2442061916686,1756.087471862492,1754.7414532382609,1756.5568323754196,1758.804240949084,1748.5022637720504,1710.4486754754003,1723.9736466899199,1749.8726253690315,1797.271115370953,1746.8997495435713,1760.552813014063
49,1742.549979182756,1745.2836250268138,1744.9855986000468,1747.206253235609,1740.9871292229752,1743.2602806847556,1723.9736466899199,1749.8726253690315,1797.271115370953,1746.8997495435713,1760.552813014063,1820.1886631862578
50,1749.6419504259757,1747.5149345737714,1746.2022805990919,1739.4030472134793,1741.8525102382766,1741.7280733168707,1749.8726253690315,1797.271115370953,1746.8997495435713,1760.552813014063,1820.1886631862578,1839.2765091991478
51,1754.268437390767,1749.4323519864827,1740.5588328941117,1743.0999126022937,1746.381625312068,1742.7987752524916,1797.271115370953,1746.8997495435713,1760.552813014063,1820.1886631862578,1839.2765091991478,1843.0864566402895
52,1783.827883659182,1761.6631792183823,1761.771594886157,1765.6950910180817,1770.2695477951104,1751.9870419829438,1746.8997495435713,1760.552813014063,1820.1886631862578,1839.2765091991478,1843.0864566402895,1764.333206686371
53,1767.8448166084427,1762.785289157159,1762.8647732407069,1766.7601155191635,1771.2144128939597,1767.9309114034402,1760.552813014063,1820.1886631862578,1839.2765091991478,1843.0864566402895,1764.333206686371,1776.5422574570246
54,1768.321954428958,1761.8947874383487,1761.8968095383216,1765.8340715046768,1770.6505580938397,1763.1002701144673,1820.1886631862578,1839.2765091991478,1843.0864566402895,1764.333206686371,1776.5422574570246,1791.8891407470767
55,1791.211192844643,1769.504027409237,1769.4269542910413,1773.8037119091866,1771.5354601511865,1774.927999494088,1839.2765091991478,1843.0864566402895,1764.333206686371,1776.5422574570246,1791.8891407470767,1775.0828456881623
56,1804.9939040326242,1782.3472398406047,1782.5548161801248,1778.9630999898984,1786.0950465941196,1787.3156172469587,1843.0864566402895,1764.333206686371,1776.5422574570246,1791.8891407470767,1775.0828456881623,1748.0938773506118
57,1812.5224155507506,1795.7389080030684,1786.7916600347644,1792.9555651635244,1799.8615809823182,1797.4049628345404,1764.333206686371,1776.5422574570246,1791.8891407470767,1775.0828456881623,1748.0938773506118,1744.9277354315932
58,1788.1526888626402,1784.0553699061268,1785.1921011831687,1790.4214072590955,1795.5758956360269,1795.272813959328,1776.5422574570246,1791.8891407470767,1775.0828456881623,1748.0938773506118,1744.9277354315932,1719.114851547479
59,1780.1360735202998,1785.4696732909797,1785.094495972941,1787.8533402935834,1790.5321561191465,1791.8391326592869,1791.8891407470767,1775.0828456881623,1748.0938773506118,1744.9277354315932,1719.114851547479,1733.3834111404742
60,1777.6538680305578,1780.5175504574843,1779.3200006351053,1780.3667484633556,1781.0422854004373,1762.3916796201372,1775.0828456881623,1748.0938773506118,1744.9277354315932,1719.114851547479,1733.3834111404742,1785.767388625443
61,1783.0874839768173,1789.6407988965018,1790.488369877427,1792.7581770969446,1785.4664068217926,1774.3560562940766,1748.0938773506118,1744.9277354315932,1719.114851547479,1733.3834111404742,1785.767388625443,1827.6607892243721
62,1774.4994698459966,1783.3445239925964,1784.7714266157413,1781.0243198199094,1783.0058222471448,1775.678898541696,1744.9277354315932,1719.114851547479,1733.3834111404742,1785.767388625443,1827.6607892243721,1800.1072661290189
63,1768.8378232412608,1777.9779484377439,1772.7952284342684,1777.1165338493122,1779.5421205398147,1777.347986523127,1719.114851547479,1733.3834111404742,1785.767388625443,1827.6607892243721,1800.1072661290189,1813.7246317576823
64,1760.244131675901,1760.6821496392492,1762.0351678403097,1767.3269256961669,1771.5475149779477,1767.7423116944346,1733.3834111404742,1785.767388625443,1827.6607892243721,1800.1072661290189,1813.7246317576823,1799.7306111225387
65,1754.6659355815827,1758.1115939353092,1758.355879166644,1762.8296975834855,1766.9633365664342,1761.464157917209,1785.767388625443,1827.6607892243721,1800.1072661290189,1813.7246317576823,1799.7306111225387,1771.5357712434902
66,1779.4596810793832,1782.238201988223,1780.755458296597,1783.6302622733742,1787.2421994633291,1770.5276766339514,1827.6607892243721,1800.1072661290189,1813.7246317576823,1799.7306111225387,1771.5357712434902,1787.2446104286814
67,1802.8660326765853,1796.9250251832932,1795.3768743348535,1798.0661895256603,1789.9742120727933,1790.1330246937375,1800.1072661290189,1813.7246317576823,1799.7306111225387,1771.5357712434902,1787.2446104286814,1798.4959635429655
68,1809.4533344304284,1797.2284179522958,1795.1885857181514,1786.7201865780319,1788.7145215627875,1791.9822351189034,1813.7246317576823,1799.7306111225387,1771.5357712434902,1787.2446104286814,1798.4959635429655,1843.2119823847577
69,1810.097606591007,1798.852630868945,1788.7543413776373,1789.0022819435383,1790.1370688936831,1787.341671227378,1799.7306111225387,1771.5357712434902,1787.2446104286814,1798.4959635429655,1843.2119823847577,1820.609571072913
70,1811.9579385660236,1796.6345427448866,1794.7095035707391,1795.400284030693,1796.8390859344474,1796.3148176299496,1771.5357712434902,1787.2446104286814,1798.4959635429655,1843.2119823847577,1820.609571072913,1803.4949835412156
71,1784.1312764281845,1795.9747159691324,1794.8366625498006,1796.588267764739,1798.6179894990191,1792.4315301782542,1787.2446104286814,1798.4959635429655,1843.2119823847577,1820.609571072913,1803.4949835412156,1784.0279937834175
72,1801.2285983370368,1799.584242193735,1799.3961091231847,1802.2916785112216,1805.307329528415,1781.7417764448896,1798.4959635429655,1843.2119823847577,1820.609571072913,1803.4949835412156,1784.0279937834175,1792.3581901677007
73,1811.17600806114,1808.227864073809,1808.0662516221332,1811.6079597245698,1808.044630707039,1803.1746362416716,1843.2119823847577,1820.609571072913,1803.4949835412156,1784.0279937834175,1792.3581901677007,1652.0783487939025
74,1832.3421062076582,1829.8269249337436,1829.9872930162053,1826.990074217995,1831.4932908575188,1821.8567401177027,1820.609571072913,1803.4949835412156,1784.0279937834175,1792.3581901677007,1652.0783487939025,1913.5969271472125
75,1843.088789832566,1839.7352148006798,1833.1696117350066,1837.6535406517125,1841.341384363725,1834.5724824777053,1803.4949835412156,1784.0279937834175,1792.3581901677007,1652.0783487939025,1913.5969271472125,2024.2477931227604
76,1832.208336517147,1823.5752140023167,1824.7183226715806,1828.948866907074,1832.4903416902828,1825.855987225533,1784.0279937834175,1792.3581901677007,1652.0783487939025,1913.5969271472125,2024.2477931227604,1969.1421468474193
77,1809.905973732042,1815.1449236693777,1815.609228932373,1818.3928828642206,1821.0437003824675,1817.7447220498482,1792.3581901677007,1652.0783487939025,1913.5969271472125,2024.2477931227604,1969.1421468474193,1931.6544354508621
78,1807.5664818365374,1810.014233853665,1809.1441086807351,1810.5208476699383,1812.3701358681803,1808.303537276639,1652.0783487939025,1913.5969271472125,2024.2477931227604,1969.1421468474193,1931.6544354508621,1939.8713164635901
79,1765.3196803808155,1765.8815130809626,1758.0919173471118,1750.8069133295614,1736.789794090882,1732.6667322462526,1913.5969271472125,2024.2477931227604,1969.1421468474193,1931.6544354508621,1939.8713164635901,1547.0050567280655
80,1850.9707799805606,1766.263145564299,1743.0977349561692,1677.0869035272797,1652.3641648477565,1629.2563840888524,2024.2477931227604,1969.1421468474193,1931.6544354508621,1939.8713164635901,1547.0050567280655,1359.9349108057165
81,1896.3123276716442,1657.8078912938804,1533.0465783885984,1469.8884633829368,1446.9065194608045,1433.7852682831708,1969.1421468474193,1931.6544354508621,1939.8713164635901,1547.0050567280655,1359.9349108057165,1313.6468647811898
82,1821.5106499300427,1504.0018343363483,1438.1404827592976,1390.6929179464967,1373.2900256225173,1364.5283442132595,1931.6544354508621,1939.8713164635901,1547.0050567280655,1359.9349108057165,1313.6468647811898,1316.119970821054
83,1689.3263635706016,1510.4035695311452,1451.334451762878,1406.6925506623982,1391.8405374541617,1382.4838142413566,1939.8713164635901,1547.0050567280655,1359.9349108057165,1313.6468647811898,1316.119970821054,1277.3213164574868
84,1662.4392001893764,1540.9001035908216,1488.44994121828,1444.755938366609,1431.2535991171699,1470.490660309465,1547.0050567280655,1359.9349108057165,1313.6468647811898,1316.119970821054,1277.3213164574868,1281.713473144656
85,1432.4691922931527,1480.099212741965,1424.3686598019392,1334.5409904813605,1235.5182881727285,1252.3959011422237,1359.9349108057165,1313.6468647811898,1316.119970821054,1277.3213164574868,1281.713473144656,1353.3934173935656
86,1309.13073781107,1386.7428234226215,1317.3280200086767,1098.4174990485446,1035.1041489834295,1065.9964702262519,1313.6468647811898,1316.119970821054,1277.3213164574868,1281.713473144656,1353.3934173935656,762.8913255016229
87,1272.4843755493678,1296.30191339874,1096.4325746059706,1006.2977794087473,955.3965456154044,979.0648369321655,1316.119970821054,1277.3213164574868,1281.713473144656,1353.3934173935656,762.8913255016229,544.9809322715693
88,1213.6953186273395,1044.389320966426,988.4250599333851,945.842123243716,930.6668851321278,1011.064413456272,1277.3213164574868,1281.713473144656,1353.3934173935656,762.8913255016229,544.9809322715693,537.9543851980239
89,981.0747265320966,902.8211685906984,883.0668850906047,890.5837306473493,909.7645932589899,1063.613619840945,1281.713473144656,1353.3934173935656,762.8913255016229,544.9809322715693,537.9543851980239,535.4308360272265
90,1025.4709035993378,921.1858805440687,936.7240078277065,987.7745659267363,1040.314206223076,1146.3805049217312,1353.3934173935656,762.8913255016229,544.9809322715693,537.9543851980239,535.4308360272265,636.3174430115483
91,1230.335568169253,1231.3069538869772,1240.9587481496656,1301.7281409027914,1320.8164535541364,1510.014159740221,762.8913255016229,544.9809322715693,537.9543851980239,535.4308360272265,636.3174430115483,1054.1545472602836
92,672.4434742307192,971.9463450700713,1071.0475981853408,1074.9808159517502,1130.914473279433,938.4911676578205,544.9809322715693,537.9543851980239,535.4308360272265,636.3174430115483,1054.1545472602836,940.5159896883204
93,651.5603145342474,1037.4665839363183,933.0020606219214,957.2436561675216,944.1766905968511,727.8602905826506,537.9543851980239,535.4308360272265,636.3174430115483,1054.1545472602836,940.5159896883204,633.5403025748057
94,884.6955699591169,1015.2059464064223,966.8953726571343,919.2343207510465,857.1787168690403,633.8000938131437,535.4308360272265,636.3174430115483,1054.1545472602836,940.5159896883204,633.5403025748057,535.4776141019589
95,1011.5114142098844,1052.5052136401257,967.0425582032345,901.0214218417913,846.5144727045639,636.6824417782811,636.3174430115483,1054.1545472602836,940.5159896883204,633.5403025748057,535.4776141019589,539.1780011528654
96,1030.0518155416646,942.115548539916,870.9493343437225,834.6288023834137,826.1001874392953,610.4227904597824,1054.1545472602836,940.5159896883204,633.5403025748057,535.4776141019589,539.1780011528654,546.5726165992321
97,960.1884947991276,657.0145403456149,639.9641933745934,659.2937969938517,638.7438949275199,558.4766365054724,940.5159896883204,633.5403025748057,535.4776141019589,539.1780011528654,546.5726165992321,551.4966147441628
98,736.9746728910178,589.5442971478633,594.7587096797592,579.6944926339878,635.7304993295269,733.7985371317487,633.5403025748057,535.4776141019589,539.1780011528654,546.5726165992321,551.4966147441628,542.746669778137
99,677.3706319068574,657.2280857687086,632.9602029234615,685.1203883825893,772.048113579613,915.5044406915217,535.4776141019589,539.1780011528654,546.5726165992321,551.4966147441628,542.746669778137,559.9486620950788
100,696.1494077162055,699.1761025101737,725.8467067616151,815.3374047876806,943.5590168282232,1081.3849621118993,539.1780011528654,546.5726165992321,551.4966147441628,542.746669778137,559.9486620950788,683.2246891013169
101,701.2408221285993,738.7578928613008,781.8026071889992,907.7688194723306,1060.0389748408738,1166.3790347666215,546.5726165992321,551.4966147441628,542.746669778137,559.9486620950788,683.2246891013169,998.0295681659394
102,822.3910339044921,883.4728605466912,951.4773270026532,1120.459477575608,1265.6273567683775,1264.267338990488,551.4966147441628,542.746669778137,559.9486620950788,683.2246891013169,998.0295681659394,1444.8960854493423
103,729.7300330998485,786.268726071329,844.2298108275535,957.5461156596136,1017.3950640597158,1024.043184358896,542.746669778137,559.9486620950788,683.2246891013169,998.0295681659394,1444.8960854493423,1481.6328200252156
104,696.1247730944209,778.4774971028846,796.5246615874426,790.9100871368822,819.4616915582549,824.5340126805206,559.9486620950788,683.2246891013169,998.0295681659394,1444.8960854493423,1481.6328200252156,1567.3510377894436
105,700.9330740673477,835.4637741260466,839.1333411652275,884.0064616202944,915.6001404613904,935.3616568575408,683.2246891013169,998.0295681659394,1444.8960854493423,1481.6328200252156,1567.3510377894436,1577.4981687724032
106,901.37980017544,950.0471579103212,980.8428461063646,1020.6599388985624,1046.379417318546,1042.9651792874747,998.0295681659394,1444.8960854493423,1481.6328200252156,1567.3510377894436,1577.4981687724032,1565.6719948543002
107,1265.8565540229918,1245.2466889151574,1272.499541299164,1331.0056597711462,1401.8155566202017,1426.854131760868,1444.8960854493423,1481.6328200252156,1567.3510377894436,1577.4981687724032,1565.6719948543002,1581.8547053908198
108,1504.7741987528989,1486.9586424883075,1514.9897700426316,1570.1606679286347,1632.3896279967744,1635.3362942956637,1481.6328200252156,1567.3510377894436,1577.4981687724032,1565.6719948543002,1581.8547053908198,1551.1793710296986
109,1490.7708453486498,1519.5590160235763,1542.6269769676303,1594.3608493113297,1613.2318639886698,1624.9993970075602,1567.3510377894436,1577.4981687724032,1565.6719948543002,1581.8547053908198,1551.1793710296986,1517.248144619995
110,1545.6607491115035,1623.75658325502,1647.4674164442868,1658.106073266799,1720.8206484207249,1717.435497520032,1577.4981687724032,1565.6719948543002,1581.8547053908198,1551.1793710296986,1517.248144619995,1711.0518834519148
111,1560.2511336924845,1660.79134425766,1623.1277879365414,1688.7646086435304,1757.9530924066685,1736.6322258391517,1565.6719948543002,1581.8547053908198,1551.1793710296986,1517.248144619995,1711.0518834519148,1878.2069111532533
112,1559.9051990509763,1609.4912901312118,1628.485341814592,1692.3725016335397,1762.1254623814048,1778.3297938330188,1581.8547053908198,1551.1793710296986,1517.248144619995,1711.0518834519148,1878.2069111532533,1896.9723099935502
113,1604.4499615796838,1655.3733606996518,1665.740511714272,1722.9601079650697,1786.6200926293761,1624.9895975999996,1551.1793710296986,1517.248144619995,1711.0518834519148,1878.2069111532533,1896.9723099935502,1921.1998674989545
114,1630.4449122344295,1636.2645159562749,1640.3244260632907,1689.0613907010832,1742.0775855198692,1551.1564279723145,1517.248144619995,1711.0518834519148,1878.2069111532533,1896.9723099935502,1921.1998674989545,1893.3137089580682
115,1567.8428747213002,1590.3954334915065,1594.0015377007705,1637.165283721101,1619.0597116565584,1528.0649795593451,1711.0518834519148,1878.2069111532533,1896.9723099935502,1921.1998674989545,1893.3137089580682,1882.9104712362405
116,1690.6138968417722,1629.6676481140987,1630.024937624685,1607.0343608911303,1639.8943409536819,1573.9373284933006,1878.2069111532533,1896.9723099935502,1921.1998674989545,1893.3137089580682,1882.9104712362405,1858.9700519269802
117,1778.5854339334317,1702.7839055283346,1650.7461737771775,1676.9903093670384,1700.327754019012,1677.1908083566536,1896.9723099935502,1921.1998674989545,1893.3137089580682,1882.9104712362405,1858.9700519269802,1815.6758026853252
118,1816.195482378346,1737.3617372908932,1737.5969230723501,1773.045968830901,1812.3015400152553,1798.5339168039943,1921.1998674989545,1893.3137089580682,1882.9104712362405,1858.9700519269802,1815.6758026853252,1819.7590447151044
119,1822.699022529468,1781.1881876907858,1782.352295090537,1805.6340542201813,1828.655973503315,1875.1298971791916,1893.3137089580682,1882.9104712362405,1858.9700519269802,1815.6758026853252,1819.7590447151044,1877.8191345969226
120,1801.382822346504,1753.5647466002174,1753.8017989354953,1773.006304562203,1794.0774417830735,1811.0389719014418,1882.9104712362405,1858.9700519269802,1815.6758026853252,1819.7590447151044,1877.8191345969226,1869.0531756684913
121,1833.451305815839,1797.425572699648,1796.2949854956007,1813.0419396976197,1799.8159281867775,1808.3145810534138,1858.9700519269802,1815.6758026853252,1819.7590447151044,1877.8191345969226,1869.0531756684913,1830.6335872767565
122,1861.8549664036216,1832.331995707794,1828.8035868013326,1810.975353525373,1827.7660939691118,1793.19152867574,1815.6758026853252,1819.7590447151044,1877.8191345969226,1869.0531756684913,1830.6335872767565,1785.8535611935165
123,1873.9870996022312,1855.4262439514948,1826.2008330439787,1833.8110840648535,1847.945407328882,1810.7600776513411,1819.7590447151044,1877.8191345969226,1869.0531756684913,1830.6335872767565,1785.8535611935165,1755.4183123176326
124,1874.9471304508768,1846.835741082246,1840.9181432847936,1846.8841159354424,1856.7149438188037,1824.386076091427,1877.8191345969226,1869.0531756684913,1830.6335872767565,1785.8535611935165,1755.4183123176326,1785.4830502600307
125,1887.852794662175,1865.2721598115766,1861.1010342060542,1869.3023606036065,1878.9309784896832,1853.8284738806444,1869.0531756684913,1830.6335872767565,1785.8535611935165,1755.4183123176326,1785.4830502600307,1802.9928027902674
126,1894.5490564953243,1862.4829062182657,1860.9395773005303,1871.3714355142813,1881.9779720564559,1841.9755460244394,1830.6335872767565,1785.8535611935165,1755.4183123176326,1785.4830502600307,1802.9928027902674,1801.3173374166142
127,1864.0478560510953,1850.7124178224917,1852.1883952565163,1860.3626566236626,1855.5948559799997,1853.9418670252755,1785.8535611935165,1755.4183123176326,1785.4830502600307,1802.9928027902674,1801.3173374166142,1817.3572565858208
