date,Average Hookload kkgf,Block Position m,Averaged RPM rpm,Rate of Penetration (5ft avg) m/h,SWOB30s kkgf,Bit Depth (MD) m,Casing (choke) pressure kPa,Stand Pipe Pressure kPa,Gas (avg) %,TVT m3,Average Surface Torque kN.m Smoothed
2009-05-09 23:55:30+00:00,134.8540196,13.961872,159.6111111,0.77724,18.15427862,3309.020221,58.77777735,22135.05546,0.027522222,311.0072258,18.31464538
2009-05-09 23:56:00+00:00,134.8149422,13.95570343,159.6071429,0.77724,18.20136583,3309.027237,53.39285699,22050.07133,0.02655,311.0153601,18.12789452
2009-05-09 23:56:30+00:00,134.5829621,13.946886,159.6428571,0.77724,18.28187848,3309.036163,36.99999941,22100.92866,0.028103571,311.0728584,18.23286995
2009-05-09 23:57:00+00:00,134.7563615,13.93979354,159.6153846,0.77724,18.37729487,3309.042912,37.53846185,22099.96185,0.025069231,311.1742313,18.04790655
2009-05-09 23:57:30+00:00,134.6563469,13.93349657,159.7142857,0.77724,18.33047766,3309.049988,48.8571431,22062.64289,0.02515,311.0700017,18.14122222
2009-05-09 23:58:00+00:00,134.7882875,13.92736708,159.1153846,0.77724,18.30559238,3309.054987,63.00000113,22134.57677,0.024746154,311.0269234,18.70761934
2009-05-09 23:58:30+00:00,134.7860195,13.92138831,159.5384615,0.749104615,18.22097996,3309.061552,63.384615,22126.5767,0.024642308,310.8884594,18.99069705
2009-05-09 23:59:00+00:00,134.9105206,13.91607943,160.1428571,0.73152,18.14304681,3309.066752,70.82142894,22078.17862,0.025228571,310.882502,19.00454765
2009-05-09 23:59:30+00:00,134.8516159,13.90849292,159.3461538,0.73152,18.12991257,3309.074213,67.88461575,22096.46143,0.026361538,310.9023103,18.51392013
2009-05-10 00:00:00+00:00,134.7554892,13.901928,159.1538462,0.73152,18.18661162,3309.080778,52.99999966,22142.88447,0.027388462,311.0084628,18.28411355
2009-05-10 00:00:30+00:00,134.7609971,13.89572314,159.1428571,0.73152,18.22485543,3309.086673,56.46428508,22101.07144,0.028596429,311.2389294,18.66064403
2009-05-10 00:01:00+00:00,134.7451962,13.88903262,159.6538462,0.73152,18.22412022,3309.093907,62.99999975,22117.96147,0.030184615,311.33654,18.9200491
2009-05-10 00:01:30+00:00,135.032355,13.88305385,159.4230769,0.73152,18.11229225,3309.100238,67.53846224,22122.7694,0.030557692,311.5503833,19.27846172
2009-05-10 00:02:00+00:00,135.4355538,13.87591114,159.4285714,0.73152,17.79459067,3309.107138,60.39285766,22093.14308,0.030710714,311.3975026,20.49496029
2009-05-10 00:02:30+00:00,135.9262809,13.86500031,158.3076923,0.73152,17.28291605,3309.118174,49.0000005,22091.07672,0.030592308,311.4788506,21.29481975
2009-05-10 00:03:00+00:00,136.4217434,13.84976031,141.3076923,0.73152,16.82618342,3309.133414,42.99999957,22082.30755,0.029765385,311.4830788,24.02336703
2009-05-10 00:03:30+00:00,136.7073944,13.83117086,141.4285714,0.73152,16.48775865,3309.15264,39.10714281,22102.60718,0.028642857,311.3635706,26.43486428
2009-05-10 00:04:00+00:00,136.6352807,13.81189477,143.6153846,0.73152,16.35619194,3309.17128,55.15384605,22052.26928,0.027265385,311.3396161,26.96940029
2009-05-10 00:04:30+00:00,137.39278,13.85527015,146.7692308,0.73152,16.42021825,3309.128256,30.46153864,22077.19204,0.026376923,311.4030823,26.27075635
2009-05-10 00:05:00+00:00,141.6142919,13.99413,156.75,0.73152,13.93743555,3308.988592,48.4285708,22045.0713,0.025675,311.3300036,24.22339694
2009-05-10 00:05:30+00:00,147.4316514,14.24775877,159.1153846,0.73152,8.64320261,3308.731782,54.23076875,22020.11525,0.025484615,311.3061581,20.2963738
2009-05-10 00:06:00+00:00,151.6894881,14.514576,159.6153846,0.73152,2.679335238,3308.469888,75.00000115,22081.53839,0.026392308,311.3284633,17.35993179
2009-05-10 00:06:30+00:00,151.1536634,14.52110743,164.1071429,0.73152,1.513378543,3308.463357,67.46428715,22311.57118,0.027489286,311.2110729,16.1774738
2009-05-10 00:07:00+00:00,151.0572501,14.53684985,164.4615385,0.73152,1.97556923,3308.44738,70.03846123,22211.34632,0.029661538,311.4146187,16.374455
2009-05-10 00:07:30+00:00,151.0994691,14.545056,164.1538462,0.73152,1.933524706,3308.439408,63.23076785,22272.80778,0.031226923,311.2619239,16.27275821
2009-05-10 00:08:00+00:00,152.069758,14.71792114,164,0.73152,1.682341701,3308.265128,61.57142797,22281.89256,0.032717857,311.130716,15.85446186
2009-05-10 00:08:30+00:00,145.4909739,14.10696462,164.1153846,0.73152,2.869320657,3308.881954,49.34615367,22274.42328,0.034734615,311.1334625,17.42336437
2009-05-10 00:09:00+00:00,138.3987083,13.83194123,161.1538462,0.73152,12.00170519,3309.152288,43.19230731,22091.30748,0.035661538,311.3138485,21.42357211
2009-05-10 00:09:30+00:00,136.3639602,13.73494114,135.7142857,0.719328,15.83037371,3309.248217,41.28571397,22107.64285,0.037146429,311.3339317,23.73110107
2009-05-10 00:10:00+00:00,136.3592872,13.71095908,137.9807692,0.719328,16.71313425,3309.271629,39.19230771,22211.61525,0.038425,311.2567319,23.66611475
2009-05-10 00:10:30+00:00,136.2879336,13.69349169,139.4038462,0.719328,16.61316947,3309.289448,46.11538462,22103.00002,0.039644231,311.3074998,23.33793788
2009-05-10 00:11:00+00:00,136.3490564,13.67583171,140.8214286,0.719328,16.55450153,3309.307435,71.82142852,22066.96439,0.040596429,311.346434,19.76086103
2009-05-10 00:11:30+00:00,136.5550297,13.65668123,143.3076923,0.719328,16.48075539,3309.326024,67.96153898,22118.23097,0.041353846,311.3742348,18.00629018
2009-05-10 00:12:00+00:00,136.6984347,13.635228,133.6538462,0.719328,16.35758761,3309.347712,57.30769267,22085.61525,0.042334615,311.2730824,19.37609315
2009-05-10 00:12:30+00:00,136.8611298,13.619988,155.25,0.719328,16.25610255,3309.363061,59.78571368,22098.39292,0.043867857,311.346432,20.16978054
2009-05-10 00:13:00+00:00,137.3632965,13.61658831,165.2692308,0.726830769,15.95825187,3309.366,65.53846128,22068.21139,0.045001923,311.3217334,21.81444127
2009-05-10 00:13:30+00:00,137.8653883,13.61447815,149.6730769,0.73152,15.3120572,3309.367876,60.11538517,22092.90381,0.045863462,311.139617,22.65018356
2009-05-10 00:14:00+00:00,138.3727264,13.60921114,153.875,0.73152,14.79375315,3309.373947,58.60714242,22040.9286,0.046103571,311.0683942,19.45933597
2009-05-10 00:14:30+00:00,138.5028601,13.606272,163.5,0.73152,14.60968686,3309.375144,69.61538436,22117.34619,0.046876923,311.0469242,20.9380717
2009-05-10 00:15:00+00:00,139.010709,13.606272,162.0769231,0.73152,14.21855067,3309.375144,60.61538435,22090.11536,0.047903846,310.8776941,21.29232676
2009-05-10 00:15:30+00:00,139.5671323,13.606272,163.5,0.73152,13.73040304,3309.375144,67.78571393,22048.39298,0.04785,310.7949988,19.08942408
2009-05-10 00:16:00+00:00,139.6973781,13.62127754,163.9615385,0.73152,13.32131007,3309.361428,76.30769289,22116.00007,0.0469,310.7473077,20.83095943
2009-05-10 00:16:30+00:00,142.0555351,13.71705508,165,0.73152,12.67441757,3309.263892,59.07692267,22086.82676,0.047403846,310.7346176,20.14811395
2009-05-10 00:17:00+00:00,150.6900272,14.14587686,164.5,0.73152,5.802742391,3308.8326,70.07142689,22124.1609,0.04735,310.7832154,19.42495812
2009-05-10 00:17:30+00:00,151.8991873,14.84610462,163.9615385,0.73152,1.630490112,3308.135077,68.76923075,22277.3461,0.046442308,310.7846161,18.17346779
2009-05-10 00:18:00+00:00,151.5750432,14.94059262,164.3076923,0.73152,0.840367095,3308.042699,55.5769228,22361.42349,0.045853846,310.6373085,16.55530576
2009-05-10 00:18:30+00:00,150.2333569,15.12286971,164.6785714,0.73152,2.344748558,3307.85822,54.89285716,22377.53574,0.045639286,310.6446448,16.94330924
2009-05-10 00:19:00+00:00,150.3482503,15.302484,164.9615385,0.73152,2.761156323,3307.679049,47.7692306,22350.19261,0.0447,310.6584644,17.80417212
2009-05-10 00:19:30+00:00,150.8096933,15.31573108,164.7692308,0.73152,2.431080645,3307.666154,57.26923026,22441.50003,0.044238462,310.5953849,16.96613586
2009-05-10 00:20:00+00:00,153.7391399,14.96393829,164.3928571,0.73152,0.6063558,3308.023574,51.4642856,22426.17852,0.043485714,310.4746448,16.54890562
2009-05-10 00:20:30+00:00,153.594576,14.45033354,164.5,0.73152,-0.685622313,3308.536358,63.84615394,22348.26954,0.042496154,310.6107697,17.2387411
2009-05-10 00:21:00+00:00,151.4951412,13.96980462,164.2307692,0.73152,-0.212141662,3309.017004,68.11538385,22379.88463,0.041896154,310.6326949,17.40085019
2009-05-10 00:21:30+00:00,143.8171308,13.69281343,167.1785714,0.73152,6.267998564,3309.290344,66.49999938,22286.74998,0.040396429,310.8550019,18.18834392
2009-05-10 00:22:00+00:00,143.0218613,13.65468831,169.4615385,0.73152,9.47292773,3309.328486,66.61538482,22138.34598,0.039057692,310.5300019,19.09916645
2009-05-10 00:22:30+00:00,142.2195261,13.61471262,169.7692308,0.73152,10.39337132,3309.368462,59.19230752,22178.5766,0.038196154,310.612696,19.352459
2009-05-10 00:23:00+00:00,141.6439374,13.57927543,169.25,0.73152,11.10394122,3309.404535,46.46428525,22197.85718,0.037267857,310.6364308,19.81429266
2009-05-10 00:23:30+00:00,141.2101087,13.55011846,169.5,0.73152,11.59591448,3309.433642,44.84615452,22174.03852,0.036230769,310.5676943,19.77458758
2009-05-10 00:24:00+00:00,141.0619933,13.52514831,169.2692308,0.73152,11.85167079,3309.45744,35.53846112,22135.34605,0.034896154,310.8649992,19.86695413
2009-05-10 00:24:30+00:00,140.8512847,13.50198686,169.3928571,0.73152,12.05373124,3309.480518,46.50000068,22183.4641,0.034442857,310.9360688,19.84495402
2009-05-10 00:25:00+00:00,140.9068996,13.48247631,169.2692308,0.73152,12.13080456,3309.500229,53.65384622,22172.69234,0.034076923,310.6607695,19.79229475
2009-05-10 00:25:30+00:00,140.862936,13.46500892,169.2307692,0.728472,12.08718991,3309.517697,58.11538479,22140.61538,0.034365385,310.5000028,19.75406667
2009-05-10 00:26:00+00:00,140.6403643,13.44429257,169.4285714,0.725424,12.26983561,3309.538756,42.67857202,22161.9285,0.033353571,310.6239324,19.7296635
2009-05-10 00:26:30+00:00,140.8137387,13.42409538,169.6923077,0.725424,12.25449571,3309.559079,66.15384588,22203.96159,0.033273077,310.5665378,20.02179103
2009-05-10 00:27:00+00:00,140.7315687,13.40580738,169.5384615,0.725424,12.25658921,3309.577367,45.99999992,22140.53838,0.033192308,310.411538,20.10349958
2009-05-10 00:27:30+00:00,140.6643398,13.38692486,169.4642857,0.725424,12.29024726,3309.595362,63.96428496,22166.78581,0.033792857,310.6253589,20.1070685
2009-05-10 00:28:00+00:00,140.5012834,13.37063815,169.8076923,0.725424,12.40592578,3309.612067,60.26923106,22212.19236,0.033442308,310.7684653,19.91056797
2009-05-10 00:28:30+00:00,140.6384078,13.35363969,170.1153846,0.725424,12.45355298,3309.629066,50.15384566,22136,0.033488462,310.7173092,20.15727886
2009-05-10 00:29:00+00:00,140.773364,13.33783029,169.1785714,0.725424,12.31389886,3309.64511,58.39285606,22120.39277,0.0336,310.6532135,20.62154831
2009-05-10 00:29:30+00:00,140.8093773,13.32538708,169.3076923,0.725424,12.24088794,3309.657084,53.69230807,22213.15413,0.033196154,310.6165389,20.70187453
2009-05-10 00:30:00+00:00,140.7706474,13.313664,169.2692308,0.740664,12.18069972,3309.669276,63.46153823,22190.23062,0.033526923,310.6661533,19.96128511
2009-05-10 00:30:30+00:00,140.7095371,13.29592029,169.5714286,0.765048,12.24586001,3309.687129,68.46428588,22178.96445,0.033589286,310.592504,20.11130695
2009-05-10 00:31:00+00:00,140.6356165,13.27040585,169.4615385,0.765048,12.30962463,3309.712769,49.99999862,22200.73072,0.033676923,310.639234,20.89504415
2009-05-10 00:31:30+00:00,140.4100415,13.24754585,169.3461538,0.765048,12.47431355,3309.735511,65.88461617,22224.07678,0.034203846,310.6861572,20.53960801
2009-05-10 00:32:00+00:00,140.2951481,13.22744914,169.25,0.765048,12.65279716,3309.755164,70.14285773,22164.39253,0.034771429,310.7335753,20.42413395
2009-05-10 00:32:30+00:00,140.0801403,13.20932862,169.5192308,0.765048,12.81241433,3309.773729,59.78846206,22141.67322,0.035555769,310.742116,20.47085757
2009-05-10 00:33:00+00:00,140.1556809,13.19197846,168.9423077,0.765048,12.89685229,3309.790844,80.44230755,22197.25001,0.035867308,310.6001955,20.29770961
2009-05-10 00:33:30+00:00,139.9599757,13.17508886,169.5357143,0.765048,12.900491,3309.80796,81.24999872,22210.75009,0.035735714,310.5846445,19.67347024
2009-05-10 00:34:00+00:00,139.8814319,13.15786431,169.5384615,0.798810462,13.13655841,3309.825076,81.23076994,22114.92327,0.035896154,310.7688457,19.63908207
2009-05-10 00:34:30+00:00,140.0318153,13.142976,169.4230769,0.819912,13.03048758,3309.84055,81.38461571,22179.0383,0.035965385,310.6388505,19.93921832
2009-05-10 00:35:00+00:00,139.9914032,13.12751829,169.1428571,0.819912,12.99785136,3309.855422,81.71428612,22206.42864,0.036360714,310.581428,19.76791558
2009-05-10 00:35:30+00:00,140.0801403,13.11214431,169.8076923,0.819912,12.96349548,3309.870796,93.03846153,22154.71162,0.036269231,310.6274993,19.92700045
2009-05-10 00:36:00+00:00,140.0206499,13.097256,170.1538462,0.819912,12.95704051,3309.885684,99.3846146,22191.59596,0.036238462,310.8007709,19.73690556
2009-05-10 00:36:30+00:00,140.0267186,13.08092743,169.7142857,0.819912,12.9717698,3309.902121,89.85714253,22202.6429,0.036196429,310.780893,19.87394804
2009-05-10 00:37:00+00:00,140.0677537,13.06490031,169.8076923,0.819912,12.93872235,3309.91804,70.50000039,22193.26923,0.035773077,310.7992307,19.78848902
2009-05-10 00:37:30+00:00,140.0183819,13.046964,169.3076923,0.819912,12.95529592,3309.93539,81.9230772,22127.15378,0.035269231,310.8580777,19.9081233
2009-05-10 00:38:00+00:00,139.9566224,13.03107086,169.25,0.819955543,12.99997352,3309.952261,76.1071418,22175.7497,0.035135714,310.8432145,20.40403997
2009-05-10 00:38:30+00:00,139.9842753,13.01812523,169.3846154,0.8211312,13.02666694,3309.964803,63.88461544,22183.61552,0.035280769,310.902689,20.48217326
2009-05-10 00:39:00+00:00,140.0690796,12.99845391,169.5384615,0.881903631,12.9794061,3309.984369,61.40384663,22110.4231,0.035005769,310.9457689,20.61835394
2009-05-10 00:39:30+00:00,139.9841133,12.98056114,169.5714286,0.886968,12.97063582,3310.001726,63.58928542,22170.24988,0.035548214,310.9603595,20.7632024
2009-05-10 00:40:00+00:00,140.0073911,12.96244062,169.4615385,0.886968,12.98617509,3310.020617,54.76923126,22197.4617,0.034857692,310.7669252,21.2621041
2009-05-10 00:40:30+00:00,140.0311174,12.944856,169.1923077,0.886968,12.9629721,3310.038084,65.92307618,22137.30774,0.034915385,310.6980782,21.05719694
2009-05-10 00:41:00+00:00,139.9287102,12.92820086,169.7142857,0.886968,13.02474291,3310.054848,77.71428589,22131.5355,0.034060714,310.6339286,20.48521231
2009-05-10 00:41:30+00:00,139.9384799,12.90968677,169.5384615,0.886968,13.10637707,3310.073253,105.2307702,22170.6155,0.034046154,310.5930785,20.68242432
2009-05-10 00:42:00+00:00,139.9499942,12.89397785,169.5384615,0.886968,13.01722873,3310.089548,85.80769255,22185.84618,0.034,310.7396187,20.74677624
2009-05-10 00:42:30+00:00,139.7827507,12.87605829,169.4285714,0.886968,13.18819816,3310.106882,86.03571419,22100,0.033489286,310.993927,20.63762212
2009-05-10 00:43:00+00:00,139.9922132,12.86068431,169.0384615,0.898573846,13.10637707,3310.122256,88.07692367,22123.03837,0.033169231,310.8576913,20.22359011
2009-05-10 00:43:30+00:00,140.0764767,12.845796,169.5,0.987552,12.97692879,3310.137496,99.73076857,22177.26869,0.033307692,310.8838438,19.61269359
2009-05-10 00:44:00+00:00,140.0195907,12.82881429,169.6071429,0.987552,12.95540807,3310.154126,101.249999,22129.39268,0.033125,310.8700022,19.59988627
2009-05-10 00:44:30+00:00,139.8083338,12.81039231,169.2307692,0.987552,13.0775914,3310.172899,90.53846185,22157.92301,0.033226923,310.6953876,19.85437375
2009-05-10 00:45:00+00:00,139.7645447,12.79233877,169.8461538,0.987552,13.24890975,3310.19107,84.80769212,22127.38471,0.033242308,310.8342337,19.67752915
2009-05-10 00:45:30+00:00,139.944748,12.77634514,169.7857143,0.987552,13.14283892,3310.206595,82.53571455,22141.3572,0.032621429,310.641072,19.69375082
2009-05-10 00:46:00+00:00,139.8629393,12.75822462,169.6153846,0.987552,13.12766102,3310.224833,79.57692307,22099.49992,0.032330769,310.791925,19.66480624
2009-05-10 00:46:30+00:00,139.8681731,12.74157785,169.4230769,0.987552,13.14894497,3310.241714,68.15384672,22109.23051,0.032157692,310.8242317,19.48451163
2009-05-10 00:47:00+00:00,139.82082,12.72398486,169.6071429,0.987552,13.15126278,3310.258955,74.25000093,22151.10741,0.032028571,310.8664316,19.67507863
2009-05-10 00:47:30+00:00,139.8191502,12.70793262,169.3846154,1.021314462,13.14807268,3310.274656,86.46153899,22132.61549,0.031761538,311.0057693,20.2872493
2009-05-10 00:48:00+00:00,139.8728835,12.691872,169.2307692,1.28016,13.18313886,3310.291068,82.69230861,22139.80777,0.031753846,311.0307703,20.57179742
2009-05-10 00:48:30+00:00,139.8673133,12.67554343,169.5714286,1.28016,13.12890716,3310.307723,73.17857104,22170.64291,0.031885714,311.1139305,20.25080941
2009-05-10 00:49:00+00:00,139.7226746,12.66033692,169.4230769,1.28016,13.20651631,3310.322486,81.38461594,22175.99998,0.032476923,311.1261561,20.55895302
2009-05-10 00:49:30+00:00,139.6532401,12.64708985,169.5769231,1.28016,13.32532262,3310.336202,79.03846158,22047.73084,0.033288462,311.11577,20.59306464
2009-05-10 00:50:00+00:00,139.5933759,12.63221829,169.8214286,1.28016,13.40657048,3310.350613,78.14285691,22130.25022,0.034592857,311.1003585,20.24400123
2009-05-10 00:50:30+00:00,139.6645799,12.61836831,170,1.28016,13.38428963,3310.36422,73.26923082,22151.38491,0.035546154,310.9453869,20.07674069
2009-05-10 00:51:00+00:00,139.5358294,12.60559015,169.7692308,1.28016,13.38114937,3310.37735,89.03846213,22101.34618,0.036826923,310.7365399,20.42461395
2009-05-10 00:51:30+00:00,139.4354285,12.58987286,169.3214286,1.28016,13.58120355,3310.393067,75.67857036,22125.49994,0.038064286,310.8939294,20.6799412
2009-05-10 00:52:00+00:00,139.832758,12.57827538,169.5,1.28016,13.38132383,3310.404899,75.80769223,22137.11495,0.039084615,311.0053826,20.5682931
2009-05-10 00:52:30+00:00,139.836945,12.56444215,169,1.28016,13.14528134,3310.418732,82.46153799,22135.26928,0.039038462,310.9230756,20.23496316
2009-05-10 00:53:00+00:00,139.6771285,12.54807171,169.2857143,1.481872286,13.28167059,3310.435086,84.67857093,22090.25002,0.038517857,311.3260736,20.02643843
2009-05-10 00:53:30+00:00,139.7247681,12.53302431,169.4230769,1.612392,13.26321536,3310.449916,64.5769227,22151.96128,0.037188462,311.2273124,20.05588222
2009-05-10 00:54:00+00:00,139.6630098,12.51719815,169.3461538,1.612392,13.2722872,3310.465742,73.50000028,22185.76913,0.035069231,311.0407691,19.69121708
2009-05-10 00:54:30+00:00,139.6184854,12.50017457,169.75,1.612392,13.38729281,3310.482657,71.71428565,22136.78562,0.033067857,310.8560713,19.80515038
2009-05-10 00:55:00+00:00,139.6553336,12.48425631,169.4230769,1.612392,13.33474338,3310.499035,89.03846019,22120.46165,0.031280769,310.8826935,19.90543738
2009-05-10 00:55:30+00:00,139.7225002,12.46819569,169.3076923,1.612392,13.32567154,3310.514744,81.19230786,22167.19228,0.030069231,310.7165407,19.9556128
2009-05-10 00:56:00+00:00,139.82325,12.45140657,169.2857143,1.612392,13.19597403,3310.531316,83.92857143,22113.07144,0.028739286,310.918934,20.39493444
2009-05-10 00:56:30+00:00,139.7879221,12.43302646,169.3461538,1.612392,13.1859302,3310.549914,75.38461479,22040.57711,0.02745,310.9953867,20.40265225
2009-05-10 00:57:00+00:00,139.6628353,12.41544185,169.5769231,1.612392,13.2558881,3310.567498,67.96153853,22151.69208,0.0271,310.928079,20.75449058
2009-05-10 00:57:30+00:00,139.6214014,12.39686914,169.3928571,1.719072,13.36477519,3310.586071,80.5714273,22168.3573,0.028307143,310.9607171,20.67433299
2009-05-10 00:58:00+00:00,139.6146847,12.37968646,169.3653846,1.825752,13.38237058,3310.602667,73.51923018,22111.38464,0.028626923,310.9984634,20.57189137
2009-05-10 00:58:30+00:00,139.6771409,12.364212,169.7307692,1.825752,13.34032606,3310.618728,53.36538479,22123.3848,0.029732692,310.8346169,21.14885016
2009-05-10 00:59:00+00:00,139.6288533,12.34875429,169.875,1.825752,13.33561568,3310.63473,73.8571431,22143.89272,0.031151786,310.6332173,21.08555056
2009-05-10 00:59:30+00:00,139.7788503,12.33338031,169.6153846,1.825752,13.31886765,3310.650146,59.96153813,22085.6153,0.032769231,310.6676943,20.85889976
2009-05-10 01:00:00+00:00,139.7343633,12.31872646,169.7692308,1.825752,13.22832364,3310.664448,63.30769165,22069.96167,0.033865385,310.7226914,20.77957107
2009-05-10 01:00:30+00:00,139.6766425,12.30205457,169.0357143,1.825752,13.28798848,3310.680885,80.67857144,22159.14285,0.035521429,310.5496436,20.54272289
2009-05-10 01:01:00+00:00,139.6432959,12.28519846,169.3076923,1.825752,13.35812084,3310.698093,89.46153934,22132.88463,0.03695,310.6588484,20.17437224
2009-05-10 01:01:30+00:00,139.552403,12.26726215,169.2692308,1.825752,13.43017224,3310.715326,79.48076977,22048.32699,0.037967308,310.7436549,20.22438697
2009-05-10 01:02:00+00:00,139.4308926,12.25056514,169.8214286,1.841427429,13.48967509,3310.732375,80.12500022,22190.62505,0.039183929,310.6801798,19.85913282
2009-05-10 01:02:30+00:00,139.5382719,12.23396862,169.1923077,1.898904,13.53380065,3310.74862,73.30769186,22135.80739,0.039657692,310.6992319,20.02707696
2009-05-10 01:03:00+00:00,139.491517,12.217908,169.2692308,1.898904,13.48599899,3310.765618,68.46153748,22097.50014,0.039426923,310.5615399,20.3098445
2009-05-10 01:03:30+00:00,139.4135589,12.20059971,169.3571429,1.898904,13.50895276,3310.78234,60.6428571,22107.96454,0.039285714,310.5914297,20.33741695
2009-05-10 01:04:00+00:00,139.3526479,12.18344215,169.2692308,1.898904,13.61300486,3310.799615,86.26922988,22127.46142,0.038657692,310.6961531,20.6690675
2009-05-10 01:04:30+00:00,139.3751531,12.16749877,168.8461538,1.898904,13.62643817,3310.81591,64.11538445,22125.57702,0.037230769,310.6796204,20.82759807
2009-05-10 01:05:00+00:00,139.3890973,12.153138,169.5714286,1.898904,13.68569179,3310.83002,54.67857165,22065.85737,0.035978571,310.6035739,21.07427586
2009-05-10 01:05:30+00:00,139.6663245,12.14077015,169.1923077,1.898904,13.43680167,3310.84217,56.80769212,22132.49993,0.038069231,310.4288427,20.56802621
2009-05-10 01:06:00+00:00,139.7373291,12.12857815,169.1153846,1.898904,13.32985854,3310.854362,70.65384583,22131.84609,0.038119231,310.5123082,20.42431732
2009-05-10 01:06:30+00:00,139.879463,12.11525571,169.0357143,1.898904,13.22027362,3310.867902,67.71428574,22087.64262,0.037457143,310.4857148,20.3969578
2009-05-10 01:07:00+00:00,139.7894923,12.10020831,169.2307692,1.898904,13.14859605,3310.882732,59.88461478,22086.46164,0.036869231,310.7203858,20.0081253
2009-05-10 01:07:30+00:00,139.6548102,12.083796,169.7307692,1.847088,13.30787676,3310.89891,78.46153929,22114.5384,0.036592308,310.7392318,19.58655096
2009-05-10 01:08:00+00:00,139.6006657,12.06833829,169.5714286,1.847088,13.37141708,3310.914602,76.50000006,22153.14271,0.036514286,310.6610698,19.93150198
2009-05-10 01:08:30+00:00,139.6314328,12.05237815,169.6538462,1.847088,13.42424065,3310.930562,84.03846209,22088.07696,0.036746154,310.7561553,20.09066132
2009-05-10 01:09:00+00:00,139.7144751,12.0396,169.5384615,1.847088,13.35096804,3310.943223,75.69230749,22068.26888,0.037126923,310.504232,19.67338054
2009-05-10 01:09:30+00:00,139.5797465,12.0241568,169.4,1.847088,13.34997944,3310.958986,65.16666651,22153.43328,0.03542,310.5373339,19.6608581
2009-05-10 01:10:00+00:00,139.689353,12.00876831,169.4230769,1.847088,13.3675416,3310.974172,64.92307645,22123.46162,0.037030769,310.7692317,19.52714376
2009-05-10 01:10:30+00:00,139.8039723,11.99516954,169.5,1.847088,13.23355739,3310.987888,58.0384619,22116.19227,0.037803846,310.7538483,19.68453927
2009-05-10 01:11:00+00:00,139.7124439,11.97994629,169.5714286,1.847088,13.25137709,3311.002994,67.53571438,22126.85694,0.037617857,310.6839309,19.44171831
2009-05-10 01:11:30+00:00,139.6328284,11.96422062,169.8461538,1.847088,13.29653695,3311.018954,67.46153854,22161.69216,0.037480769,310.7230778,19.63098576
2009-05-10 01:12:00+00:00,139.6204419,11.94816,169.5769231,1.847088,13.38463855,3311.03478,64.65384708,22051.11524,0.037407692,310.6923057,20.08820676
2009-05-10 01:12:30+00:00,139.7897166,11.93335543,169.5,1.942338,13.27681067,3311.049911,60.71428529,22108.42863,0.037053571,310.5839288,20.0963684
2009-05-10 01:13:00+00:00,139.7383759,11.91732831,169.4615385,1.953768,13.23024268,3311.06526,62.61538382,22149.99988,0.035723077,310.5884619,19.98820013
2009-05-10 01:13:30+00:00,139.7828628,11.90361231,169.4230769,1.953768,13.20843536,3311.079328,50.80769245,22070.53874,0.034246154,310.4092312,20.07489429
2009-05-10 01:14:00+00:00,139.8496556,11.88785314,169.5714286,1.953768,13.17831632,3311.095413,52.07142862,22064.07171,0.032407143,310.3810736,19.99647739
2009-05-10 01:14:30+00:00,139.8266519,11.87219446,169.6538462,1.953768,13.16848434,3311.111097,47.153846,22121.30755,0.030669231,310.4650041,20.01268441
2009-05-10 01:15:00+00:00,139.8303156,11.85672,169.5769231,1.953768,13.17406701,3311.125868,52.65384603,22131.1541,0.029165385,310.4315439,20.52073902
2009-05-10 01:15:30+00:00,139.7385254,11.84126229,169.7142857,1.953768,13.21055378,3311.141678,48.14285668,22090.7499,0.028442857,310.3403589,20.76285316
2009-05-10 01:16:00+00:00,139.887538,11.82588831,169.3461538,1.953768,13.23390631,3311.157052,60.49999893,22095.3848,0.028219231,310.2846177,20.48144971
2009-05-10 01:16:30+00:00,139.8482848,11.81228954,169.3076923,1.953768,13.14109433,3311.170768,63.80769152,22131.42301,0.028453846,310.3511554,19.96961022
2009-05-10 01:17:00+00:00,139.82325,11.79739286,169.7142857,1.953768,13.18139427,3311.185765,68.78571404,22093.17839,0.028942857,310.4660727,19.98393052
2009-05-10 01:17:30+00:00,139.7666382,11.782044,169.25,1.934073231,13.20075918,3311.201013,53.55769218,22053.94255,0.029173077,310.4519222,20.2597041
2009-05-10 01:18:00+00:00,139.7657659,11.766804,169.6730769,1.932432,13.2428037,3311.216136,63.90384499,22082.98079,0.029819231,310.273081,20.04566257
2009-05-10 01:18:30+00:00,139.7344755,11.75134629,169.8214286,1.932432,13.21832965,3311.231376,62.42857107,22125.82163,0.030296429,310.2478597,19.69464418
2009-05-10 01:19:00+00:00,139.6743496,11.73679292,169.5384615,1.932432,13.30752784,3311.246264,52.07692178,22063.11522,0.030834615,310.3300023,19.70540019
2009-05-10 01:19:30+00:00,139.7069733,11.722608,169.4230769,1.932432,13.33701135,3311.260684,63.0769239,22098.84602,0.031611538,310.4838476,19.60056963
2009-05-10 01:20:00+00:00,139.7307496,11.70715029,169.25,1.932432,13.25153909,3311.27579,70.64285811,22066.64309,0.032714286,310.4957141,19.15885591
