6.047111153602600098e-01,6.161029934883117676e-01,6.085074543952941895e-01,6.386896371841430664e-01,6.377282738685607910e-01,6.806023716926574707e-01,8.607490062713623047e-01,9.087705016136169434e-01,8.767241239547729492e-01,8.736636042594909668e-01,8.834167718887329102e-01,8.888990283012390137e-01,8.987739086151123047e-01,8.666105866432189941e-01,8.922567367553710938e-01,8.896575570106506348e-01,8.948615193367004395e-01,9.056929945945739746e-01,8.609726428985595703e-01,8.686257004737854004e-01,8.892754912376403809e-01,8.986531496047973633e-01,8.987333178520202637e-01,8.650161623954772949e-01,8.707871437072753906e-01,8.542695641517639160e-01,8.584933280944824219e-01,8.705087900161743164e-01,8.559073805809020996e-01,8.768288493156433105e-01,8.883414864540100098e-01,8.722588419914245605e-01,8.705087900161743164e-01,8.988088369369506836e-01,9.562730193138122559e-01,9.528370499610900879e-01
6.161029934883117676e-01,6.085074543952941895e-01,6.386896371841430664e-01,6.377282738685607910e-01,6.806023716926574707e-01,8.607490062713623047e-01,9.087705016136169434e-01,8.767241239547729492e-01,8.736636042594909668e-01,8.834167718887329102e-01,8.888990283012390137e-01,8.987739086151123047e-01,8.666105866432189941e-01,8.922567367553710938e-01,8.896575570106506348e-01,8.948615193367004395e-01,9.056929945945739746e-01,8.609726428985595703e-01,8.686257004737854004e-01,8.892754912376403809e-01,8.986531496047973633e-01,8.987333178520202637e-01,8.650161623954772949e-01,8.707871437072753906e-01,8.542695641517639160e-01,8.584933280944824219e-01,8.705087900161743164e-01,8.559073805809020996e-01,8.768288493156433105e-01,8.883414864540100098e-01,8.722588419914245605e-01,8.705087900161743164e-01,8.988088369369506836e-01,9.562730193138122559e-01,9.528370499610900879e-01,9.798927307128906250e-01
6.085074543952941895e-01,6.386896371841430664e-01,6.377282738685607910e-01,6.806023716926574707e-01,8.607490062713623047e-01,9.087705016136169434e-01,8.767241239547729492e-01,8.736636042594909668e-01,8.834167718887329102e-01,8.888990283012390137e-01,8.987739086151123047e-01,8.666105866432189941e-01,8.922567367553710938e-01,8.896575570106506348e-01,8.948615193367004395e-01,9.056929945945739746e-01,8.609726428985595703e-01,8.686257004737854004e-01,8.892754912376403809e-01,8.986531496047973633e-01,8.987333178520202637e-01,8.650161623954772949e-01,8.707871437072753906e-01,8.542695641517639160e-01,8.584933280944824219e-01,8.705087900161743164e-01,8.559073805809020996e-01,8.768288493156433105e-01,8.883414864540100098e-01,8.722588419914245605e-01,8.705087900161743164e-01,8.988088369369506836e-01,9.562730193138122559e-01,9.528370499610900879e-01,9.798927307128906250e-01,9.436480998992919922e-01
6.386896371841430664e-01,6.377282738685607910e-01,6.806023716926574707e-01,8.607490062713623047e-01,9.087705016136169434e-01,8.767241239547729492e-01,8.736636042594909668e-01,8.834167718887329102e-01,8.888990283012390137e-01,8.987739086151123047e-01,8.666105866432189941e-01,8.922567367553710938e-01,8.896575570106506348e-01,8.948615193367004395e-01,9.056929945945739746e-01,8.609726428985595703e-01,8.686257004737854004e-01,8.892754912376403809e-01,8.986531496047973633e-01,8.987333178520202637e-01,8.650161623954772949e-01,8.707871437072753906e-01,8.542695641517639160e-01,8.584933280944824219e-01,8.705087900161743164e-01,8.559073805809020996e-01,8.768288493156433105e-01,8.883414864540100098e-01,8.722588419914245605e-01,8.705087900161743164e-01,8.988088369369506836e-01,9.562730193138122559e-01,9.528370499610900879e-01,9.798927307128906250e-01,9.436480998992919922e-01,9.185274243354797363e-01
6.377282738685607910e-01,6.806023716926574707e-01,8.607490062713623047e-01,9.087705016136169434e-01,8.767241239547729492e-01,8.736636042594909668e-01,8.834167718887329102e-01,8.888990283012390137e-01,8.987739086151123047e-01,8.666105866432189941e-01,8.922567367553710938e-01,8.896575570106506348e-01,8.948615193367004395e-01,9.056929945945739746e-01,8.609726428985595703e-01,8.686257004737854004e-01,8.892754912376403809e-01,8.986531496047973633e-01,8.987333178520202637e-01,8.650161623954772949e-01,8.707871437072753906e-01,8.542695641517639160e-01,8.584933280944824219e-01,8.705087900161743164e-01,8.559073805809020996e-01,8.768288493156433105e-01,8.883414864540100098e-01,8.722588419914245605e-01,8.705087900161743164e-01,8.988088369369506836e-01,9.562730193138122559e-01,9.528370499610900879e-01,9.798927307128906250e-01,9.436480998992919922e-01,9.185274243354797363e-01,9.764925837516784668e-01
6.806023716926574707e-01,8.607490062713623047e-01,9.087705016136169434e-01,8.767241239547729492e-01,8.736636042594909668e-01,8.834167718887329102e-01,8.888990283012390137e-01,8.987739086151123047e-01,8.666105866432189941e-01,8.922567367553710938e-01,8.896575570106506348e-01,8.948615193367004395e-01,9.056929945945739746e-01,8.609726428985595703e-01,8.686257004737854004e-01,8.892754912376403809e-01,8.986531496047973633e-01,8.987333178520202637e-01,8.650161623954772949e-01,8.707871437072753906e-01,8.542695641517639160e-01,8.584933280944824219e-01,8.705087900161743164e-01,8.559073805809020996e-01,8.768288493156433105e-01,8.883414864540100098e-01,8.722588419914245605e-01,8.705087900161743164e-01,8.988088369369506836e-01,9.562730193138122559e-01,9.528370499610900879e-01,9.798927307128906250e-01,9.436480998992919922e-01,9.185274243354797363e-01,9.764925837516784668e-01,9.466236233711242676e-01
8.607490062713623047e-01,9.087705016136169434e-01,8.767241239547729492e-01,8.736636042594909668e-01,8.834167718887329102e-01,8.888990283012390137e-01,8.987739086151123047e-01,8.666105866432189941e-01,8.922567367553710938e-01,8.896575570106506348e-01,8.948615193367004395e-01,9.056929945945739746e-01,8.609726428985595703e-01,8.686257004737854004e-01,8.892754912376403809e-01,8.986531496047973633e-01,8.987333178520202637e-01,8.650161623954772949e-01,8.707871437072753906e-01,8.542695641517639160e-01,8.584933280944824219e-01,8.705087900161743164e-01,8.559073805809020996e-01,8.768288493156433105e-01,8.883414864540100098e-01,8.722588419914245605e-01,8.705087900161743164e-01,8.988088369369506836e-01,9.562730193138122559e-01,9.528370499610900879e-01,9.798927307128906250e-01,9.436480998992919922e-01,9.185274243354797363e-01,9.764925837516784668e-01,9.466236233711242676e-01,9.507992863655090332e-01
9.087705016136169434e-01,8.767241239547729492e-01,8.736636042594909668e-01,8.834167718887329102e-01,8.888990283012390137e-01,8.987739086151123047e-01,8.666105866432189941e-01,8.922567367553710938e-01,8.896575570106506348e-01,8.948615193367004395e-01,9.056929945945739746e-01,8.609726428985595703e-01,8.686257004737854004e-01,8.892754912376403809e-01,8.986531496047973633e-01,8.987333178520202637e-01,8.650161623954772949e-01,8.707871437072753906e-01,8.542695641517639160e-01,8.584933280944824219e-01,8.705087900161743164e-01,8.559073805809020996e-01,8.768288493156433105e-01,8.883414864540100098e-01,8.722588419914245605e-01,8.705087900161743164e-01,8.988088369369506836e-01,9.562730193138122559e-01,9.528370499610900879e-01,9.798927307128906250e-01,9.436480998992919922e-01,9.185274243354797363e-01,9.764925837516784668e-01,9.466236233711242676e-01,9.507992863655090332e-01,9.385545253753662109e-01
8.767241239547729492e-01,8.736636042594909668e-01,8.834167718887329102e-01,8.888990283012390137e-01,8.987739086151123047e-01,8.666105866432189941e-01,8.922567367553710938e-01,8.896575570106506348e-01,8.948615193367004395e-01,9.056929945945739746e-01,8.609726428985595703e-01,8.686257004737854004e-01,8.892754912376403809e-01,8.986531496047973633e-01,8.987333178520202637e-01,8.650161623954772949e-01,8.707871437072753906e-01,8.542695641517639160e-01,8.584933280944824219e-01,8.705087900161743164e-01,8.559073805809020996e-01,8.768288493156433105e-01,8.883414864540100098e-01,8.722588419914245605e-01,8.705087900161743164e-01,8.988088369369506836e-01,9.562730193138122559e-01,9.528370499610900879e-01,9.798927307128906250e-01,9.436480998992919922e-01,9.185274243354797363e-01,9.764925837516784668e-01,9.466236233711242676e-01,9.507992863655090332e-01,9.385545253753662109e-01,9.229747653007507324e-01
8.736636042594909668e-01,8.834167718887329102e-01,8.888990283012390137e-01,8.987739086151123047e-01,8.666105866432189941e-01,8.922567367553710938e-01,8.896575570106506348e-01,8.948615193367004395e-01,9.056929945945739746e-01,8.609726428985595703e-01,8.686257004737854004e-01,8.892754912376403809e-01,8.986531496047973633e-01,8.987333178520202637e-01,8.650161623954772949e-01,8.707871437072753906e-01,8.542695641517639160e-01,8.584933280944824219e-01,8.705087900161743164e-01,8.559073805809020996e-01,8.768288493156433105e-01,8.883414864540100098e-01,8.722588419914245605e-01,8.705087900161743164e-01,8.988088369369506836e-01,9.562730193138122559e-01,9.528370499610900879e-01,9.798927307128906250e-01,9.436480998992919922e-01,9.185274243354797363e-01,9.764925837516784668e-01,9.466236233711242676e-01,9.507992863655090332e-01,9.385545253753662109e-01,9.229747653007507324e-01,9.156509041786193848e-01
